PeakID (cmd=annotatePeaks.pl Filtered_Peaks_all_pCREB.txt mm10 -d tag/LKO_GCG_Input-Redo.tag/ tag/LKO_Veh_Input-Redo.tag/ tag/P8249_FLKO_GCG.tag/ tag/P8250_FLKO_GCG.tag/ tag/P8251_FWT_GCG.tag/ tag/P8266_FWT_GCG.tag/ tag/P8268_FLKO_Veh.tag/ tag/P8289_FLKO_Veh.tag/ tag/P8292_FWT_Veh.tag/ tag/P8297_FWT_Veh.tag/ tag/WT_GCG_Input-Redo.tag/ tag/WT_Veh_Input-Redo.tag/)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	tag/LKO_GCG_Input-Redo.tag/ Tag Count in given bp (18551812.0 Total, normalization factor = 0.54, effective total = 10000000)	tag/LKO_Veh_Input-Redo.tag/ Tag Count in given bp (20488236.0 Total, normalization factor = 0.49, effective total = 10000000)	tag/P8249_FLKO_GCG.tag/ Tag Count in given bp (19468993.0 Total, normalization factor = 0.51, effective total = 10000000)	tag/P8250_FLKO_GCG.tag/ Tag Count in given bp (18132350.0 Total, normalization factor = 0.55, effective total = 10000000)	tag/P8251_FWT_GCG.tag/ Tag Count in given bp (17583237.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8266_FWT_GCG.tag/ Tag Count in given bp (19301124.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8268_FLKO_Veh.tag/ Tag Count in given bp (17392915.0 Total, normalization factor = 0.57, effective total = 10000000)	tag/P8289_FLKO_Veh.tag/ Tag Count in given bp (15752938.0 Total, normalization factor = 0.63, effective total = 10000000)	tag/P8292_FWT_Veh.tag/ Tag Count in given bp (19236269.0 Total, normalization factor = 0.52, effective total = 10000000)	tag/P8297_FWT_Veh.tag/ Tag Count in given bp (14643986.0 Total, normalization factor = 0.68, effective total = 10000000)	tag/WT_GCG_Input-Redo.tag/ Tag Count in given bp (18902719.0 Total, normalization factor = 0.53, effective total = 10000000)	tag/WT_Veh_Input-Redo.tag/ Tag Count in given bp (21333023.0 Total, normalization factor = 0.47, effective total = 10000000)
Merged-chr9-107675163-1	chr9	107675011	107675315	+	9.75	pCREB.fed.mergepeaks.txt	3' UTR (NM_008140, exon 9 of 9)	3' UTR (NM_008140, exon 9 of 9)	4471	NM_008140	14685		NM_008140	ENSMUSG00000034837	Gnat1	Gnat-1|Hg1f|Ird1|Ird2|Tralpha|irdc|irdr|transducin	G protein subunit alpha transducin 1	protein-coding	3.23	1.95	4.11	12.13	7.39	7.25	12.07	9.52	3.64	5.46	2.12	3.28
Merged-chr18-4375645-1	chr18	4375493	4375797	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026157)	promoter-TSS (NM_026157)	53	NM_026157	67440		NM_026157	ENSMUSG00000024234	Mtpap	0610027A18Rik|Papd1|Tent6	mitochondrial poly(A) polymerase	protein-coding	3.23	6.35	3.08	2.21	2.84	3.63	6.90	7.62	3.12	5.46	4.76	7.03
Merged-chr5-25065061-1	chr5	25064909	25065213	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_145401, intron 1 of 15)	intron (NM_145401, intron 1 of 15)	35581	NM_145401	108099		NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding	1.08	0.98	2.05	7.72	6.26	6.22	5.17	9.52	2.08	2.73	0.53	0.94
Merged-chr2-36071766-1	chr2	36071614	36071918	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_029309, intron 4 of 4)	intron (NM_029309, intron 4 of 4)	22293	NM_029309	75495		NM_029309	ENSMUSG00000026894	Morn5	1700010A17Rik	MORN repeat containing 5	protein-coding	2.16	3.42	14.38	14.34	7.96	12.95	24.15	15.24	6.24	25.27	4.76	4.69
Merged-chr6-86365855-1	chr6	86365703	86366007	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_025591, intron 1 of 2)	CpG	209	NM_025591	66488		NM_025591	ENSMUSG00000057497	Fam136a	2010309E21Rik|Hyccin	family with sequence similarity 136, member A	protein-coding	2.16	1.95	10.27	10.48	9.10	11.40	25.87	19.68	13.00	25.27	2.65	3.75
Merged-chr3-27233983-1	chr3	27233831	27234135	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_178772, intron 3 of 4)	intron (NM_178772, intron 3 of 4)	50979	NM_178772	320024		NM_178772	ENSMUSG00000027698	Nceh1	Aadacl1|B230106I24Rik|CPO-BP|Nceh	neutral cholesterol ester hydrolase 1	protein-coding	1.62	0.98	7.19	7.17	9.10	4.66	18.40	16.50	8.32	14.34	3.70	4.22
Merged-chr12-21301521-1	chr12	21301369	21301673	+	9.75	pCREB.fed.mergepeaks.txt	exon (NM_018813, exon 9 of 18)	exon (NM_018813, exon 9 of 18)	-14871	NM_026347	67732		NM_026347	ENSMUSG00000062054	Iah1	1500019E20Rik|4833421E05Rik	isoamyl acetate-hydrolyzing esterase 1 homolog	protein-coding	2.16	1.95	12.33	18.20	7.96	6.22	28.75	9.52	13.00	23.22	2.65	1.41
Merged-chr17-79904827-1	chr17	79904675	79904979	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-8704	NM_001357752	56298		NM_019717	ENSMUSG00000059811	Atl2	2010110I21Rik|Aip-2|Arl6ip2	atlastin GTPase 2	protein-coding	2.70	4.39	8.22	11.58	3.98	1.04	12.65	6.35	7.28	8.19	0.00	1.88
Merged-chr14-70508921-1	chr14	70508769	70509073	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_001360021, intron 3 of 20)	intron (NM_001360021, intron 3 of 20)	11339	NM_009755	12153		NM_009755	ENSMUSG00000022098	Bmp1	Pcp|Tld	bone morphogenetic protein 1	protein-coding	2.16	0.49	7.19	7.72	3.41	3.11	13.22	7.62	8.32	6.15	2.12	1.41
Merged-chr8-4238785-1	chr8	4238633	4238937	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001291777)	promoter-TSS (NM_001291777)	45	NM_001291777	26400		NM_011944	ENSMUSG00000002948	Map2k7	5930412N11Rik|JNKK 2|Jnkk2|MAPKK 7|MEK 7|Mapkk7|Mek7|Mkk7|Prkmk7|sek2	mitogen-activated protein kinase kinase 7	protein-coding	3.23	5.86	3.60	7.72	6.26	6.22	20.12	12.06	6.24	12.29	2.12	7.50
Merged-chr2-31688167-1	chr2	31688015	31688319	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001112703)	promoter-TSS (NM_001112703)	302	NR_153862	108168742		NR_153862	ENSMUSG00000087549	Gm13427	-	predicted gene 13427	ncRNA	4.31	5.37	3.08	6.07	1.71	1.55	10.92	13.33	3.64	12.97	7.41	4.22
Merged-chr11-94210470-2	chr11	94210265	94210683	+	9.75	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_009427)	promoter-TSS (NM_009427)	-980	NM_009427	22057		NM_009427	ENSMUSG00000037573	Tob1	Tob|Trob	transducer of ErbB-2.1	protein-coding	3.77	6.35	13.87	22.06	17.63	16.58	55.19	41.26	18.19	58.73	5.82	7.50
Merged-chr11-108252642-1	chr11	108252490	108252794	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_011101, intron 2 of 16)	MER21C|LTR|ERVL	91246	NM_011101	18750		NM_011101	ENSMUSG00000050965	Prkca	Pkca	protein kinase C, alpha	protein-coding	2.16	1.95	7.19	3.86	9.10	5.70	25.87	13.97	5.72	16.39	8.46	2.81
Merged-chr9-52047290-1	chr9	52047138	52047442	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_009041)	promoter-TSS (NM_009041)	140	NM_001104616	19684		NM_009041	ENSMUSG00000032050	Rdx	-	radixin	protein-coding	2.16	3.90	6.16	8.27	6.26	4.14	10.35	10.16	4.16	8.19	4.23	2.34
Merged-chr15-102331753-1	chr15	102331601	102331905	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_021713)	promoter-TSS (NM_021713)	44	NM_021713	60315		NM_021713	ENSMUSG00000001285	Myg1	0610023A07Rik|2810433J21Rik|5830429P19Rik|Gamm1	melanocyte proliferating gene 1	protein-coding	7.01	2.44	3.60	3.31	4.55	3.63	5.17	2.54	5.20	5.46	3.17	4.22
Merged-chr3-60587466-1	chr3	60587314	60587618	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_020007, intron 2 of 9)	intron (NM_020007, intron 2 of 9)	86287	NM_001253711	56758		NM_020007	ENSMUSG00000027763	Mbnl1	Mbnl|mKIAA0428	muscleblind like splicing regulator 1	protein-coding	3.77	1.95	4.62	1.10	0.57	2.07	1.15	3.81	1.56	1.37	0.00	1.41
Merged-chrX-170673372-1	chrX	170673220	170673524	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_001308488, intron 1 of 7)	intron (NM_001308488, intron 1 of 7)	728	NM_001199212	107626		NM_001199212	ENSMUSG00000093806	Asmt	Hiomt	acetylserotonin O-methyltransferase	protein-coding	4.85	4.88	1.03	0.55	0.00	2.07	0.57	1.27	0.52	0.00	5.82	6.56
Merged-chr18-32070311-1	chr18	32070159	32070463	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_173441, intron 2 of 13)	intron (NM_173441, intron 2 of 13)	2577	NM_173441	73473		NM_173441	ENSMUSG00000024384	Iws1	1700069O15Rik|3000008H23	IWS1, SUPT6 interacting protein	protein-coding	2.16	5.37	4.11	8.27	10.24	9.84	9.77	6.35	5.20	7.51	2.65	7.03
Merged-chr2-163054619-1	chr2	163054467	163054771	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_008652)	promoter-TSS (NM_008652)	-16	NM_008652	17865		NM_008652	ENSMUSG00000017861	Mybl2	B-Myb|Bmyb	myeloblastosis oncogene-like 2	protein-coding	6.47	4.39	5.65	2.21	1.71	1.04	12.65	7.62	5.20	10.93	3.17	5.63
Merged-chr3-35933146-1	chr3	35932994	35933298	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001205361)	promoter-TSS (NM_001205361)	-180	NM_001205361	114893		NM_033623	ENSMUSG00000027708	Dcun1d1	DCNL1|Rp42|SCCRO|Tes3|pTes3	defective in cullin neddylation 1 domain containing 1	protein-coding	1.62	5.86	5.65	9.38	3.98	7.77	20.12	15.87	10.92	28.68	2.65	6.56
Merged-chrX-17571644-1	chrX	17571492	17571796	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_001313745, intron 1 of 3)	intron (NM_001313745, intron 1 of 3)	363	NM_001313746	72018		NM_028058	ENSMUSG00000025040	Fundc1	1500005J14Rik|1810033P05Rik	FUN14 domain containing 1	protein-coding	1.08	2.44	2.57	6.62	1.71	4.14	8.05	5.71	1.56	4.10	1.59	2.81
Merged-chr3-40995316-1	chr3	40995164	40995468	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	L1MC1|LINE|L1	44530	NM_001368222	214048		NM_027663	ENSMUSG00000025762	Larp1b	1700108L22Rik|4933421B21Rik|Larp2	La ribonucleoprotein 1B	protein-coding	1.08	3.42	4.11	4.96	4.55	1.55	4.02	4.44	2.08	7.51	2.12	3.75
Merged-chr1-118388943-1	chr1	118388791	118389095	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001359345)	promoter-TSS (NM_001359345)	-115	NM_001359339	76707		NM_029709	ENSMUSG00000064302	Clasp1	1700030C23Rik|5730583A19Rik|B130045P17Rik|CLASP1alpha	CLIP associating protein 1	protein-coding	1.08	5.37	4.62	11.58	2.84	5.18	13.22	5.08	4.68	10.24	3.70	6.56
Merged-chr1-193130305-1	chr1	193130153	193130457	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001368819)	promoter-TSS (NM_001368819)	-35	NR_151719	215193		NM_145415	ENSMUSG00000016181	Utp25	Def|Diexf|mDef	UTP25 small subunit processome component	protein-coding	2.70	5.37	3.60	4.96	5.12	5.70	8.62	5.71	4.68	15.71	4.76	4.22
Merged-chr9-51995291-1	chr9	51995139	51995443	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	HAL1ME|LINE|L1	-31689	NM_007996	14148		NM_007996	ENSMUSG00000032051	Fdx1	-	ferredoxin 1	protein-coding	4.31	4.39	1.54	2.21	2.84	3.11	5.17	5.08	3.12	5.46	1.59	0.94
Merged-chr11-32605348-1	chr11	32605196	32605500	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_001359177, intron 12 of 18)	intron (NM_001359177, intron 12 of 18)	-37207	NM_001363353	103583		NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding	1.62	1.95	5.65	7.17	5.69	5.70	14.37	8.25	8.32	17.75	4.23	3.75
Merged-chr1-132298578-1	chr1	132298426	132298730	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_144810)	promoter-TSS (NM_144810)	-48	NM_144810	213417		NM_144810	ENSMUSG00000042115	Klhdc8a	A630065K24Rik	kelch domain containing 8A	protein-coding	6.47	2.93	6.16	8.27	5.69	5.70	24.72	10.16	8.84	19.12	2.12	3.75
Merged-chr7-110164219-1	chr7	110164011	110164427	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	42160	NM_001355058	22390		NM_009516	ENSMUSG00000031016	Wee1	Wee1A	WEE 1 homolog 1 (S. pombe)	protein-coding	4.31	5.86	5.14	7.17	3.41	8.29	18.40	10.79	5.72	9.56	3.70	5.63
Merged-chr2-11501841-1	chr2	11501689	11501993	+	9.75	pCREB.fed.mergepeaks.txt	5' UTR (NM_133232, exon 1 of 15)	5' UTR (NM_133232, exon 1 of 15)	249	NM_001177752	170768		NM_133232	ENSMUSG00000026773	Pfkfb3	E330010H22Rik|iPFK-2|uPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding	0.54	2.44	5.65	1.10	3.98	3.11	8.62	6.98	3.64	5.46	2.12	3.75
Merged-chr7-19345388-1	chr7	19345236	19345540	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_007948, intron 1 of 9)	CpG	317	NM_001127324	13870		NM_007948	ENSMUSG00000003549	Ercc1	Ercc-1	excision repair cross-complementing rodent repair deficiency, complementation group 1	protein-coding	2.70	2.44	2.57	3.86	2.84	2.59	10.35	8.25	4.16	7.51	5.82	4.22
Merged-chr3-27899187-1	chr3	27899035	27899339	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-2819	NM_001164437	208613		NM_001164437	ENSMUSG00000043164	Tmem212	E030011K20Rik|Gm564	transmembrane protein 212	protein-coding	1.08	2.44	0.51	3.86	2.27	1.55	5.75	1.27	3.12	5.46	3.70	3.75
Merged-chr9-63133019-1	chr9	63132867	63133171	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	13961	NM_172446	207667		NM_172446	ENSMUSG00000022245	Skor1	C230094B15Rik|Corl1|Lbxcor1	SKI family transcriptional corepressor 1	protein-coding	3.77	4.39	4.11	4.96	5.12	3.11	22.42	14.60	10.40	17.07	3.70	7.50
Merged-chr14-54883220-1	chr14	54883068	54883372	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_007537)	promoter-TSS (NM_007537)	-205	NM_007537	12050		NM_007537	ENSMUSG00000089682	Bcl2l2	Bcl-w|Gtrgal2|Gtrosa41|bclw|c98	BCL2-like 2	protein-coding	4.31	5.86	35.95	52.39	42.65	47.67	96.59	74.27	41.59	89.46	3.70	7.03
Merged-chr3-148989618-1	chr3	148989466	148989770	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	CpG	-34983	NM_001081298	99633		NM_153517	ENSMUSG00000028184	Adgrl2	CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding	2.70	2.93	2.57	9.38	2.84	3.11	18.97	13.33	6.24	15.71	1.06	1.41
Merged-chr11-63922357-1	chr11	63922205	63922509	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_018805)	promoter-TSS (NM_018805)	-73	NM_018805	54710		NM_018805	ENSMUSG00000070407	Hs3st3b1	3-OST-3B|3OST3B1|3Ost3b|Hs3st3b|m3-OST-3B	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	protein-coding	0.54	4.88	6.16	10.48	7.96	5.18	20.12	11.43	6.24	17.07	4.23	4.69
Merged-chr17-28691311-1	chr17	28691159	28691463	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_011951)	promoter-TSS (NM_011951)	-31	NM_001168508	26416		NM_011951	ENSMUSG00000053436	Mapk14	CSBP2|Crk1|Csbp1|Mxi2|PRKM14|PRKM15|p38|p38-alpha|p38MAPK|p38a|p38alpha	mitogen-activated protein kinase 14	protein-coding	1.62	4.88	8.73	11.58	9.67	5.70	16.67	14.60	4.68	14.34	3.70	6.09
Merged-chr5-52742078-1	chr5	52741926	52742230	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_025951, intron 1 of 9)	intron (NM_025951, intron 1 of 9)	504	NM_028744	67073		NM_025951	ENSMUSG00000029186	Pi4k2b	2610042N09Rik|4933409G22Rik	phosphatidylinositol 4-kinase type 2 beta	protein-coding	2.70	2.93	6.68	9.38	2.84	6.22	17.82	12.70	11.96	23.22	1.59	2.34
Merged-chr2-90928761-1	chr2	90928540	90928982	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-10711	NM_025576	66461		NM_025576		Ptpmt1	1110001D10Rik|2810004N20Rik|PLIP	protein tyrosine phosphatase, mitochondrial 1	protein-coding	2.70	4.39	9.25	7.17	7.96	11.92	19.55	12.06	5.72	10.24	7.41	4.69
Merged-chr7-80261286-1	chr7	80261134	80261438	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NR_028053)	promoter-TSS (NR_028053)	71	NM_031375	83485		NM_031375	ENSMUSG00000047084	Ngrn	-	neugrin, neurite outgrowth associated	protein-coding	2.16	3.42	2.05	2.76	1.71	3.11	10.92	5.08	8.32	16.39	3.70	2.81
Merged-chr4-121097971-1	chr4	121097819	121098123	+	9.75	pCREB.fed.mergepeaks.txt	exon (NM_172700, exon 1 of 10)	exon (NM_172700, exon 1 of 10)	239	NM_172700	230709		NM_172700	ENSMUSG00000043207	Zmpste24	A530043O15Rik|D030046F19|FACE1|Face-1|MADB|STE24|Ste24p	zinc metallopeptidase, STE24	protein-coding	2.16	2.44	2.05	2.76	0.00	5.18	8.62	5.08	8.32	10.93	3.70	3.28
Merged-chr13-49216194-1	chr13	49216042	49216346	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026738)	promoter-TSS (NM_026738)	-168	NM_026738	68480		NM_026738	ENSMUSG00000037960	Card19	1110007C09Rik|Bincard	caspase recruitment domain family, member 19	protein-coding	4.31	3.90	10.79	6.07	9.10	9.84	28.17	17.14	10.92	37.56	2.12	7.03
Merged-chr11-32226691-1	chr11	32226539	32226843	+	9.75	pCREB.fed.mergepeaks.txt	exon (NM_010822, exon 1 of 4)	exon (NM_010822, exon 1 of 4)	186	NM_010822	268395		NM_010822	ENSMUSG00000020287	Mpg	9830006D05|APNG|Aag|Mid1	N-methylpurine-DNA glycosylase	protein-coding	1.08	5.86	2.05	3.31	1.71	1.04	3.45	3.81	3.12	2.05	4.23	3.75
Merged-chr4-45472262-1	chr4	45472110	45472414	+	9.75	pCREB.fed.mergepeaks.txt	intron (NM_001033306, intron 2 of 5)	intron (NM_001033306, intron 2 of 5)	58566	NM_001033306	230126		NM_001033306	ENSMUSG00000044813	Shb	-	src homology 2 domain-containing transforming protein B	protein-coding	2.70	2.44	6.16	10.48	9.67	6.22	7.47	4.44	4.68	9.56	3.17	1.88
Merged-chr3-27863729-1	chr3	27863577	27863881	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	32639	NM_001164437	208613		NM_001164437	ENSMUSG00000043164	Tmem212	E030011K20Rik|Gm564	transmembrane protein 212	protein-coding	0.00	5.37	2.57	4.96	4.55	5.18	7.47	6.98	2.60	4.78	4.23	4.69
Merged-chr10-53407690-1	chr10	53407538	53407842	+	9.75	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-2192	NR_152767	102640074		NR_152767	ENSMUSG00000112132	Gm36229	-	predicted gene, 36229	ncRNA	1.08	4.39	2.05	4.41	1.14	3.11	8.05	10.16	4.16	8.19	2.12	1.88
Merged-chr12-111377767-1	chr12	111377615	111377919	+	9.75	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_183016)	promoter-TSS (NM_183016)	-49	NM_183016	217866		NM_183016	ENSMUSG00000021279	Cdc42bpb	MRCKb	CDC42 binding protein kinase beta	protein-coding	4.85	3.90	7.70	12.13	13.65	11.40	41.97	26.66	11.96	30.05	5.29	7.03
Merged-chr1-36939883-2	chr1	36939688	36940093	+	9.748333	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	promoter-TSS (NM_018872)	promoter-TSS (NM_018872)	-363	NM_018872	56030		NM_018872	ENSMUSG00000026116	Tmem131	2610524E03Rik|CC28|D1Bwg0491e|Neg|RW1|YR-23|mKIAA0257	transmembrane protein 131	protein-coding	1.62	4.88	9.25	11.58	6.82	11.92	46.57	32.37	19.75	32.78	4.23	9.84
Merged-chr7-16314359-2	chr7	16314137	16314642	+	9.7475	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_001382553, intron 3 of 3)	intron (NM_001382553, intron 3 of 3)	3958	NM_001382550	170770		NM_133234	ENSMUSG00000002083	Bbc3	PUMA|PUMA/JFY1	BCL2 binding component 3	protein-coding	4.85	5.86	11.30	15.44	11.94	18.65	41.40	35.55	18.71	40.29	5.82	6.09
Merged-chr2-126152041-1	chr2	126151802	126152280	+	9.74	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026981)	promoter-TSS (NM_026981)	-37	NM_029455	75823		NM_029455	ENSMUSG00000027209	Fam227b	4930525F21Rik	family with sequence similarity 227, member B	protein-coding	5.93	9.27	6.68	6.62	4.55	6.22	23.00	18.41	5.20	20.49	4.23	10.78
Merged-chr2-92434173-1	chr2	92433991	92434356	+	9.74	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_009963)	promoter-TSS (NM_009963)	-104	NM_009963	12953		NM_009963	ENSMUSG00000068742	Cry2	D130054K12Rik	cryptochrome circadian regulator 2	protein-coding	2.16	9.27	24.14	43.57	26.73	23.83	71.87	44.44	16.64	68.29	4.23	2.81
Merged-chr1-93029666-2	chr1	93029481	93029887	+	9.737499	pCREB.fed.mergepeaks.txt|pCREB.fast.mergepeaks.txt	intron (NM_001368847, intron 37 of 48)	intron (NM_001368847, intron 37 of 48)	23350	NM_177587	208760		NM_177587	ENSMUSG00000045091	Aqp12	mAQP12	aquaporin 12	protein-coding	1.08	2.93	25.17	28.68	23.32	27.98	17.82	27.93	8.32	38.92	7.41	2.34
Merged-chr14-76152655-1	chr14	76152466	76152845	+	9.735001	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	41764	NM_013745	27275		NM_013745	ENSMUSG00000022009	Nufip1	Nufip	nuclear FMR1 interacting protein 1	protein-coding	2.70	7.32	9.76	8.27	3.41	4.66	21.85	8.25	14.04	15.71	6.35	8.91
Merged-chr9-43743859-1	chr9	43743699	43744020	+	9.735001	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_021424)	promoter-TSS (NM_021424)	-95	NM_021424	58235		NM_021424	ENSMUSG00000032012	Nectin1	Cd111|HIgR|HveC|PRR|PRR1|Pvrl1|nectin-1	nectin cell adhesion molecule 1	protein-coding	5.39	5.86	13.35	15.44	7.96	6.74	42.55	20.95	17.67	34.14	1.59	4.69
Merged-chr10-21444540-1	chr10	21444351	21444730	+	9.735001	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	67240	NM_178713	237320		NM_178713	ENSMUSG00000037542	Aldh8a1	Raldh4	aldehyde dehydrogenase 8 family, member A1	protein-coding	1.08	1.95	19.00	24.27	15.92	19.17	37.37	35.55	13.52	23.90	4.23	3.28
Merged-chr11-86860382-1	chr11	86860204	86860561	+	9.735001	pCREB.fed.mergepeaks.txt	Intergenic	Intergenic	-7724	NR_162780	114483630		NR_162780		Mir12182	Gm51288|mmu-mir-12182	microRNA 12182	ncRNA	0.00	6.83	11.81	15.44	10.24	16.58	17.82	22.22	7.28	15.71	4.76	4.69
Merged-chr9-20651757-1	chr9	20651490	20652025	+	9.735001	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_023371)	promoter-TSS (NM_023371)	-361	NM_023371	23988		NM_023371	ENSMUSG00000032171	Pin1	0610025L01Rik|D9Bwg1161e	peptidyl-prolyl cis/trans isomerase, NIMA-interacting 1	protein-coding	6.47	7.32	12.84	28.13	8.53	9.84	37.37	40.63	15.08	35.51	5.29	7.03
Merged-chr18-31610013-1	chr18	31609802	31610224	+	9.735001	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_026165)	promoter-TSS (NM_026165)	-83	NM_026165	67453		NM_026165	ENSMUSG00000024259	Slc25a46	1200007B05Rik	solute carrier family 25, member 46	protein-coding	5.39	3.90	7.19	6.07	3.41	6.74	14.37	12.06	8.32	15.02	5.82	6.09
Merged-chr5-138255376-1	chr5	138255139	138255613	+	9.735001	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001081108)	promoter-TSS (NM_001081108)	-106	NM_001081108	66096		NM_001081108	ENSMUSG00000050552	Lamtor4	0910001L09Rik	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4	protein-coding	1.62	3.90	3.60	1.10	8.53	7.77	10.35	8.25	8.84	11.61	4.23	3.28
Merged-chr6-90554002-1	chr6	90553848	90554157	+	9.735001	pCREB.fed.mergepeaks.txt	intron (NM_027406, intron 1 of 22)	L1MC1|LINE|L1	3209	NM_027406	107747		NM_027406	ENSMUSG00000030088	Aldh1l1	1810048F20Rik|FDH|Fthfd|Neut2	aldehyde dehydrogenase 1 family, member L1	protein-coding	3.23	1.46	4.62	4.96	3.98	5.70	5.17	5.71	4.68	8.88	2.12	1.88
Merged-chr14-47196935-1	chr14	47196654	47197217	+	9.733334	pCREB.fed.mergepeaks.txt	Intergenic	MTD|LTR|ERVL-MaLR	-7522	NM_008102	14528		NM_008102	ENSMUSG00000037580	Gch1	GTP-CH|GTP-CH-I|GTPCH|Gch	GTP cyclohydrolase 1	protein-coding	3.77	2.93	10.27	10.48	10.24	9.33	19.55	12.70	9.88	17.75	5.29	7.97
Merged-chr11-29548080-1	chr11	29547848	29548313	+	9.733334	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_001033865)	promoter-TSS (NM_001033865)	-40	NM_024277	78294		NM_024277	ENSMUSG00000020460	Rps27a	0610006J14Rik|Uba52|Ubb|Ubc	ribosomal protein S27A	protein-coding	2.16	8.79	6.16	1.65	3.41	4.66	18.40	6.35	9.88	12.97	3.17	4.69
Merged-chr11-78697823-1	chr11	78697548	78698099	+	9.725	pCREB.fed.mergepeaks.txt	promoter-TSS (NM_008702)	promoter-TSS (NM_008702)	-398	NM_008702	18099		NM_008702	ENSMUSG00000017376	Nlk	-	nemo like kinase	protein-coding	3.23	8.79	7.70	8.82	5.69	9.84	26.45	22.85	11.44	30.73	6.88	8.91
