PeakID (cmd=annotatePeaks.pl pCREB.fed.BCL6.mergepeaks.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr9-56949776-1	chr9	56949683	56949869	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-1132	NM_178374	66069		NM_178374	ENSMUSG00000055334	Snupn	0610031A09Rik|Rnut1|Snupn1	snurportin 1	protein-coding
Merged-chr4-40725762-1	chr4	40725669	40725855	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_008298, intron 3 of 8)	intron (NM_008298, intron 3 of 8)	2832	NM_001164672	15502		NM_008298	ENSMUSG00000028410	Dnaja1	HSJ-2|Hsj2|Nedd7	DnaJ heat shock protein family (Hsp40) member A1	protein-coding
Merged-chr6-136661676-1	chr6	136661583	136661769	+	21.100000	GetdiffpeaksBCL6WT.txt	exon (NM_025806, exon 1 of 11)	exon (NM_025806, exon 1 of 11)	217	NM_025806	66857		NM_025806	ENSMUSG00000030214	Plbd1	1100001H23Rik	phospholipase B domain containing 1	protein-coding
Merged-chr15-85777009-1	chr15	85776916	85777102	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_011144, intron 2 of 7)	intron (NM_011144, intron 2 of 7)	34688	NM_001164626	72355		NM_197998	ENSMUSG00000064284	Cdpf1	2210021J22Rik	cysteine rich, DPF motif domain containing 1	protein-coding
Merged-chr17-21845273-1	chr17	21845180	21845366	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_029281, intron 1 of 4)	intron (NM_029281, intron 1 of 4)	486	NM_029281	75424		NM_029281	ENSMUSG00000069743	Zfp820	2610036F08Rik	zinc finger protein 820	protein-coding
Merged-chr19-47446280-1	chr19	47446187	47446373	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_008018, intron 1 of 14)	intron (NM_008018, intron 1 of 14)	18131	NM_001164717	14218		NM_008018	ENSMUSG00000053617	Sh3pxd2a	2310014D11Rik|C230050L11|EG329070|Fish|Gm5098|Sh3md1|TSK5|Tks5	SH3 and PX domains 2A	protein-coding
Merged-chr8-109585044-1	chr8	109584951	109585137	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-5872	NM_017370	15439		NM_017370	ENSMUSG00000031722	Hp	HP-1|preHP2	haptoglobin	protein-coding
Merged-chr8-84794680-1	chr8	84794587	84794773	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001371053, intron 1 of 10)	intron (NM_001371053, intron 1 of 10)	5688	NM_001081982	18032		NM_010906	ENSMUSG00000001911	Nfix	CTF|NF-I/X|NF1-X|NFI-X	nuclear factor I/X	protein-coding
Merged-chr13-46153563-1	chr13	46153470	46153656	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-120158	NM_001005422	380842		NM_001005422	ENSMUSG00000063529	Stmnd1	Gm1574	stathmin domain containing 1	protein-coding
Merged-chr13-30347161-1	chr13	30347068	30347254	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_177322, intron 2 of 2)	intron (NM_177322, intron 2 of 2)	10805	NM_177322	11607		NM_177322	ENSMUSG00000049115	Agtr1a	1810074K20Rik|AG2S|AT1|AT1a|AT2R1|AT2R1A|Agt1ar|Agtr-1a|Agtr1|Angtr-1a	angiotensin II receptor, type 1a	protein-coding
Merged-chr1-168502404-1	chr1	168502311	168502497	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	11761	NR_105766	102465178		NR_105766	ENSMUSG00000098407	Mir6348	Gm27412|mmu-mir-6348	microRNA 6348	ncRNA
Merged-chr3-157738048-1	chr3	157737955	157738141	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	171172	NM_001359745	19218		NM_011196	ENSMUSG00000040016	Ptger3	EP3|Pgerep3|Ptgerep3	prostaglandin E receptor 3 (subtype EP3)	protein-coding
Merged-chr10-69928635-1	chr10	69928542	69928728	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_170688, intron 25 of 42)	intron (NM_170688, intron 25 of 42)	3103	NM_170687	11735		NM_009670	ENSMUSG00000069601	Ank3	2900054D09Rik|Ank-3|AnkG|Ankyrin-3|Ankyrin-G	ankyrin 3, epithelial	protein-coding
Merged-chr9-46196945-1	chr9	46196852	46197038	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_027498, intron 11 of 24)	intron (NM_027498, intron 11 of 24)	-31685	NM_009692	11806		NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding
Merged-chr16-5530021-1	chr16	5529928	5530114	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	98627	NR_169082	105246064		NR_169081	ENSMUSG00000116029	Gm41414	-	predicted gene, 41414	ncRNA
Merged-chr2-154390485-1	chr2	154390392	154390578	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_009228, intron 2 of 7)	intron (NM_009228, intron 2 of 7)	17599	NM_009228	20648		NM_009228	ENSMUSG00000027488	Snta1	Snt1	syntrophin, acidic 1	protein-coding
Merged-chr19-34828105-1	chr19	34828012	34828198	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001114339, intron 2 of 6)	MIR|SINE|MIR	-7332	NR_029783	723826		NR_029783	ENSMUSG00000065594	Mir107	Mirn107|mir-107|mmu-mir-107	microRNA 107	ncRNA
Merged-chr2-131344640-1	chr2	131344547	131344733	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_178607, intron 1 of 5)	intron (NM_178607, intron 1 of 5)	8252	NM_178607	51902		NM_178607	ENSMUSG00000048911	Rnf24	2810473M14Rik|4930505A13Rik|D2Ertd504e	ring finger protein 24	protein-coding
Merged-chr12-32692767-1	chr12	32692674	32692860	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-31961	NR_168680	105244841		NR_168680		Gm40376	-	predicted gene, 40376	ncRNA
Merged-chr2-32417614-1	chr2	32417521	32417707	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001362905, intron 6 of 9)	intron (NM_001362905, intron 6 of 9)	6452	NM_001290558	227731		NM_146118	ENSMUSG00000026819	Slc25a25	1110030N17Rik|MCSC|SCaMC-2|mKIAA1896	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25	protein-coding
Merged-chr8-35206413-1	chr8	35206320	35206506	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	55018	NR_168727	102637967		NR_168727		Gm34647	-	predicted gene, 34647	ncRNA
Merged-chr3-142882516-1	chr3	142882423	142882609	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NR_152127)	promoter-TSS (NR_152127)	21	NR_152127	320229		NR_152127		9530052C20Rik	-	RIKEN cDNA 9530052C20 gene	ncRNA
Merged-chr7-89338721-1	chr7	89338628	89338814	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_001360745)	promoter-TSS (NM_001360745)	66	NM_028343	72759		NM_028343	ENSMUSG00000039428	Tmem135	2810439K08Rik|PMP52	transmembrane protein 135	protein-coding
Merged-chr17-5088906-1	chr17	5088813	5088999	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001085355, intron 2 of 19)	X7B_LINE|LINE|CR1	93832	NM_001085355	239985		NM_001085355	ENSMUSG00000069729	Arid1b	8030481M12|9330189K18Rik|Ardi1b|B230217J03Rik|BAF250B|mKIAA1235	AT-rich interaction domain 1B	protein-coding
Merged-chr5-63788370-1	chr5	63788277	63788463	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_177006, intron 3 of 6)	intron (NM_177006, intron 3 of 6)	-24125	NM_029554	76261		NM_029554	ENSMUSG00000060512	0610040J01Rik	-	RIKEN cDNA 0610040J01 gene	protein-coding
Merged-chr2-72880208-1	chr2	72880115	72880301	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-66491	NR_102348	76218		NR_102348	ENSMUSG00000085427	6430710C18Rik	5033406J01Rik	RIKEN cDNA 6430710C18 gene	ncRNA
Merged-chr10-20071732-1	chr10	20071639	20071825	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_008580, intron 11 of 29)	intron (NM_008580, intron 11 of 29)	-77188	NM_008635	17761		NM_008635	ENSMUSG00000019996	Map7	E-MAP-115|MAP-7|Mtap7|mshi|mste|ste	microtubule-associated protein 7	protein-coding
Merged-chr5-65350703-1	chr5	65350610	65350796	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_031180, intron 1 of 4)	RSINE1|SINE|B4	2292	NM_031180	83379		NM_031180	ENSMUSG00000029195	Klb	betaKlotho	klotho beta	protein-coding
Merged-chr11-100396723-1	chr11	100396630	100396816	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_010593, intron 1 of 13)	intron (NM_010593, intron 1 of 13)	1067	NM_010593	16480		NM_010593	ENSMUSG00000001552	Jup	Ctnng|D930025P04Rik|PG	junction plakoglobin	protein-coding
Merged-chr13-107764113-1	chr13	107764020	107764206	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_145456, intron 8 of 17)	intron (NM_145456, intron 8 of 17)	76716	NR_045900	72257		NR_045900	ENSMUSG00000102000	1700006H21Rik	-	RIKEN cDNA 1700006H21 gene	ncRNA
Merged-chr17-31133794-1	chr17	31133701	31133887	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-4183	NM_011575	21786		NM_011575	ENSMUSG00000024029	Tff3	ITF|mITF	trefoil factor 3, intestinal	protein-coding
Merged-chr6-116894485-1	chr6	116894392	116894578	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-177727	NM_178768	319776		NM_178768	ENSMUSG00000048108	Tmem72	C230095G01Rik	transmembrane protein 72	protein-coding
Merged-chr14-65773416-1	chr14	65773323	65773509	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-32495	NM_023209	52033		NM_023209	ENSMUSG00000022033	Pbk	2810434B10Rik|D14Ertd732e|TOPK	PDZ binding kinase	protein-coding
Merged-chr2-70648408-1	chr2	70648315	70648501	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-13101	NM_027352	70231		NM_027352	ENSMUSG00000014959	Gorasp2	0610011A07Rik|2410043M02Rik|5730520M13Rik|9430094F20Rik|GOLPH2|GRASP55|GRS2|p59	golgi reassembly stacking protein 2	protein-coding
Merged-chr19-20278826-1	chr19	20278733	20278919	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	111845	NM_010730	16952		NM_010730	ENSMUSG00000024659	Anxa1	Anx-1|Anx-A1|C430014K04Rik|Lpc-1|Lpc1	annexin A1	protein-coding
Merged-chr16-8566608-1	chr16	8566515	8566701	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001170978, intron 1 of 14)	intron (NM_001170978, intron 1 of 14)	53179	NM_172961	268860		NM_172961	ENSMUSG00000057880	Abat	9630038C02Rik|Gabaat|Gabat|Gm9851|I54|Laibat	4-aminobutyrate aminotransferase	protein-coding
Merged-chr1-75010388-1	chr1	75010295	75010481	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_029342, intron 2 of 4)	intron (NM_029342, intron 2 of 4)	36251	NM_029342	75570		NM_029342	ENSMUSG00000026162	Nhej1	1700029B21Rik|XLF|cernunnos	non-homologous end joining factor 1	protein-coding
Merged-chr11-44173451-1	chr11	44173358	44173544	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	B4|SINE|B4	-226612	NM_001303244	16160		NM_008352	ENSMUSG00000004296	Il12b	Il-12b|Il-12p40|Il12p40|p40	interleukin 12b	protein-coding
Merged-chr5-146901625-1	chr5	146901532	146901718	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	RodERV21-int|LTR|ERV1	-4528	NR_165291	115490216		NR_165291		Gm10858	-	predicted gene 10858	ncRNA
Merged-chr6-99971472-1	chr6	99971379	99971565	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-245080	NM_001037539	50501		NM_015768	ENSMUSG00000030069	Prok2	Bv8|PK2|Prok1	prokineticin 2	protein-coding
Merged-chr6-85254414-1	chr6	85254321	85254507	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_178639, intron 10 of 13)	intron (NM_178639, intron 10 of 13)	66483	NM_010131	13796		NM_010131	ENSMUSG00000033726	Emx1	-	empty spiracles homeobox 1	protein-coding
Merged-chr17-79610637-1	chr17	79610544	79610730	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-4263	NM_201361	381110		NM_201361	ENSMUSG00000036368	Rmdn2	Fam82a1|RMD-2|mRMD-2	regulator of microtubule dynamics 2	protein-coding
Merged-chr3-107793686-1	chr3	107793593	107793779	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-33217	NM_001113529	12977		NM_007778	ENSMUSG00000014599	Csf1	BAP025|Csfm|MCSF|Mhdabap25|PG-M-CSF|op	colony stimulating factor 1 (macrophage)	protein-coding
Merged-chr2-132595845-1	chr2	132595752	132595938	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-2351	NR_033468	767814		NR_033468	ENSMUSG00000074783	AU019990	-	expressed sequence AU019990	ncRNA
Merged-chr19-34532564-1	chr19	34532471	34532657	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	MLTR25C|LTR|ERVK	-5090	NM_021460	16889		NM_021460	ENSMUSG00000024781	Lipa	Lal|Lip-1|Lip1	lysosomal acid lipase A	protein-coding
Merged-chr12-103598588-1	chr12	103598495	103598681	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_028980, intron 16 of 24)	intron (NM_028980, intron 16 of 24)	32856	NM_001301404	217847		NM_144834	ENSMUSG00000061947	Serpina10	PZI|ZPI	serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10	protein-coding
Merged-chr5-24824951-1	chr5	24824858	24825044	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_053075, intron 1 of 7)	intron (NM_053075, intron 1 of 7)	17410	NM_053075	19744		NM_053075	ENSMUSG00000028945	Rheb	Rheb1	Ras homolog enriched in brain	protein-coding
Merged-chr15-90398196-1	chr15	90398103	90398289	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	RLTR19B|LTR|ERVK	44486	NR_155426	102640415		NR_155426	ENSMUSG00000116204	Gm36480	-	predicted gene, 36480	ncRNA
Merged-chr16-90216642-1	chr16	90216549	90216735	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	MER115|DNA|hAT-Tip100	-4120	NM_011434	20655		NM_011434	ENSMUSG00000022982	Sod1	B430204E11Rik|Cu/Zn-SOD|CuZnSOD|Ipo-1|Ipo1|SODC|Sod-1	superoxide dismutase 1, soluble	protein-coding
Merged-chr11-84871127-1	chr11	84871034	84871220	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_153144)	promoter-TSS (NM_153144)	204	NR_131197	102635561		NR_131197		Ggnbp2os	-	gametogenetin binding protein 2, opposite strand	ncRNA
Merged-chr6-5485239-1	chr6	5485146	5485332	+	21.100000	GetdiffpeaksBCL6WT.txt	3' UTR (NM_013743, exon 11 of 11)	3' UTR (NM_013743, exon 11 of 11)	11039	NM_013743	27273		NM_013743	ENSMUSG00000019577	Pdk4	-	pyruvate dehydrogenase kinase, isoenzyme 4	protein-coding
Merged-chr5-90414712-1	chr5	90414619	90414805	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-46158	NM_009654	11657		NM_009654	ENSMUSG00000029368	Alb	Alb-1|Alb1|BCL002	albumin	protein-coding
Merged-chr10-107039446-1	chr10	107039353	107039539	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001142804, intron 5 of 15)	MTE-int|LTR|ERVL-MaLR	84191	NM_198636	380660		NM_198636	ENSMUSG00000035948	Acss3	8430416H19Rik|Gm874	acyl-CoA synthetase short-chain family member 3	protein-coding
Merged-chr7-134022726-1	chr7	134022633	134022819	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_007400, intron 3 of 22)	intron (NM_007400, intron 3 of 22)	202371	NM_007400	11489		NM_007400	ENSMUSG00000054555	Adam12	Mltna	ADAM metallopeptidase domain 12	protein-coding
Merged-chr12-109521537-1	chr12	109521444	109521630	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	L1MEc|LINE|L1	-19459	NR_027652	17263		NM_144513	ENSMUSG00000021268	Meg3	2900016C05Rik|3110050O07Rik|6330408G06Rik|D12Bwg1266e|Gtl2	maternally expressed 3	ncRNA
Merged-chr19-43999384-1	chr19	43999291	43999477	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-12864	NM_030703	93721		NM_030703	ENSMUSG00000025196	Cpn1	0610011F20Rik|CPN	carboxypeptidase N, polypeptide 1	protein-coding
Merged-chr17-4908183-1	chr17	4908090	4908276	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NR_166049)	promoter-TSS (NR_166049)	-139	NR_166049	102637782		NR_166049		Gm34507	-	predicted gene, 34507	ncRNA
Merged-chr4-82380879-1	chr4	82380786	82380972	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001286127, intron 3 of 10)	intron (NM_001286127, intron 3 of 10)	124900	NM_001286127	18028		NM_008687	ENSMUSG00000008575	Nfib	6720429L07Rik|CTF|E030026I10Rik|NF-I/B|NF1-B|NFI-B	nuclear factor I/B	protein-coding
Merged-chr10-80323875-1	chr10	80323782	80323968	+	21.100000	GetdiffpeaksBCL6WT.txt	exon (NM_008793, exon 9 of 15)	exon (NM_008793, exon 9 of 15)	-3327	NM_025521	66374		NM_025521	ENSMUSG00000020133	2310011J03Rik	-	RIKEN cDNA 2310011J03 gene	protein-coding
Merged-chr3-27690276-1	chr3	27690183	27690369	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001356953, intron 1 of 26)	intron (NM_001356953, intron 1 of 26)	20176	NM_001356953	72007		NM_173182	ENSMUSG00000039286	Fndc3b	1600019O04Rik|Fad104|mKIAA4164	fibronectin type III domain containing 3B	protein-coding
Merged-chr7-133715601-1	chr7	133715508	133715694	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_025392, intron 3 of 6)	MLT1G1|LTR|ERVL-MaLR	-5154	NR_153415	22276		NM_009479	ENSMUSG00000030979	Uros	UROIIIS|Uros3	uroporphyrinogen III synthase	protein-coding
Merged-chr12-111744042-1	chr12	111743949	111744135	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001163388, intron 4 of 5)	intron (NM_001163388, intron 4 of 5)	-14807	NM_001361612	16593		NM_008450	ENSMUSG00000021288	Klc1	Kns2	kinesin light chain 1	protein-coding
Merged-chr2-143876217-1	chr2	143876124	143876310	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-13044	NM_001291061	12075		NM_009751	ENSMUSG00000027420	Bfsp1	CP95	beaded filament structural protein 1, in lens-CP94	protein-coding
Merged-chr13-111936611-1	chr13	111936518	111936704	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	LFSINE_Vert|SINE|tRNA	68675	NR_130345	102636620		NR_130345	ENSMUSG00000086111	Gm15326	-	predicted gene 15326	ncRNA
Merged-chr1-72791933-1	chr1	72791840	72792026	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-32547	NM_008342	16008		NM_008342	ENSMUSG00000039323	Igfbp2	IBP-2|Igfbp-2|mIGFBP-2	insulin-like growth factor binding protein 2	protein-coding
Merged-chr3-57572734-1	chr3	57572641	57572827	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_133784, intron 2 of 6)	intron (NM_133784, intron 2 of 6)	3142	NM_133784	97064		NM_133784	ENSMUSG00000027803	Wwtr1	2310058J06Rik|2610021I22Rik|Taz	WW domain containing transcription regulator 1	protein-coding
Merged-chr11-116839930-1	chr11	116839837	116840023	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001363363, intron 4 of 6)	LFSINE_Vert|SINE|tRNA	3519	NM_001363363	107817		NM_033398	ENSMUSG00000056962	Jmjd6	5730436I23Rik|D11Ertd195e|PSR|PtdSerR|Ptdsr|mKIAA0585	jumonji domain containing 6	protein-coding
Merged-chr2-11536108-1	chr2	11536015	11536201	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001177758, intron 1 of 14)	B1_Mur1|SINE|Alu	17821	NM_001177758	170768		NM_133232	ENSMUSG00000026773	Pfkfb3	E330010H22Rik|iPFK-2|uPFK-2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	protein-coding
Merged-chr3-62352258-1	chr3	62352165	62352351	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001081295, intron 3 of 13)	Lx8|LINE|L1	13481	NM_001081295	622434		NM_001081295	ENSMUSG00000036885	Arhgef26	4631416L12Rik|8430436L14Rik|SGEF	Rho guanine nucleotide exchange factor 26	protein-coding
Merged-chr16-23972267-1	chr16	23972174	23972360	+	21.100000	GetdiffpeaksBCL6WT.txt	exon (NM_009744, exon 5 of 10)	exon (NM_009744, exon 5 of 10)	9016	NM_001348026	12053		NM_009744	ENSMUSG00000022508	Bcl6	Bcl5	B cell leukemia/lymphoma 6	protein-coding
Merged-chr1-151132847-1	chr1	151132754	151132940	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	RLTR20A1|LTR|ERVK	-5187	NR_038011	402734		NR_038011		C730036E19Rik	lncLSTR	RIKEN cDNA C730036E19 gene	ncRNA
Merged-chr5-38496651-1	chr5	38496558	38496744	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_145559, intron 1 of 10)	intron (NM_145559, intron 1 of 10)	5501	NM_145559	117591		NM_145559	ENSMUSG00000005107	Slc2a9	GLUT-9|Glut9|SLC2A9B|SLC2a9A	solute carrier family 2 (facilitated glucose transporter), member 9	protein-coding
Merged-chr6-149153653-1	chr6	149153560	149153746	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	ID_B1|SINE|B4	12140	NM_001252095	320204		NM_177101	ENSMUSG00000039958	Etfbkmt	4833442J19Rik|ETFB-KMT|Mettl20	electron transfer flavoprotein beta subunit lysine methyltransferase	protein-coding
Merged-chr19-7775531-1	chr19	7775438	7775624	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	27136	NM_146232	236149		NM_146232	ENSMUSG00000053303	Slc22a26	-	solute carrier family 22 (organic cation transporter), member 26	protein-coding
Merged-chr17-30027830-1	chr17	30027737	30027923	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NR_151442, intron 1 of 3)	intron (NR_151442, intron 1 of 3)	22791	NM_001356265	21769		NM_148926	ENSMUSG00000044477	Zfand3	TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
Merged-chr17-14173617-1	chr17	14173524	14173710	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	30214	NM_172826	240025		NM_172826	ENSMUSG00000048826	Dact2	2900084M21Rik|A630024E20|Dpr2|Frd2|dapper2	dishevelled-binding antagonist of beta-catenin 2	protein-coding
Merged-chr10-127822011-1	chr10	127821918	127822104	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	MMERVK9C_I-int|LTR|ERVK	-2205	NR_037604	380674		NM_199313		Rdh18-ps	Rdh18	retinol dehydrogenase 18, pseudogene	pseudo
Merged-chr13-73773697-1	chr13	73773604	73773790	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_001360694, intron 1 of 24)	intron (NM_001360694, intron 1 of 24)	10000	NM_011390	20499		NM_011390	ENSMUSG00000017756	Slc12a7	D13Ertd261e|Kcc4	solute carrier family 12, member 7	protein-coding
Merged-chr13-39448158-1	chr13	39448065	39448251	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	343226	NR_167936	105245474		NR_167936	ENSMUSG00000114710	Gm40923	-	predicted gene, 40923	ncRNA
Merged-chr1-136875204-1	chr1	136875111	136875297	+	21.100000	GetdiffpeaksBCL6WT.txt	intron (NM_030676, intron 8 of 8)	intron (NM_030676, intron 8 of 8)	78426	NM_001159769	26424		NM_030676	ENSMUSG00000026398	Nr5a2	D1Ertd308e|Ftf|LRH-1|UF2-H3B	nuclear receptor subfamily 5, group A, member 2	protein-coding
Merged-chr5-111288670-1	chr5	111288577	111288763	+	21.100000	GetdiffpeaksBCL6WT.txt	3' UTR (NM_001267622, exon 23 of 23)	3' UTR (NM_001267622, exon 23 of 23)	-42027	NM_001301644	56305		NM_019640	ENSMUSG00000050017	Pitpnb	PI-TP-beta	phosphatidylinositol transfer protein, beta	protein-coding
Merged-chr19-38514794-1	chr19	38514701	38514887	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-9403	NM_019588	74055		NM_019588	ENSMUSG00000024998	Plce1	4933403A21Rik|PLCepsilon|Plce|mKIAA1516	phospholipase C, epsilon 1	protein-coding
Merged-chr14-61024180-1	chr14	61024087	61024273	+	21.100000	GetdiffpeaksBCL6WT.txt	exon (NM_001164155, exon 3 of 10)	exon (NM_001164155, exon 3 of 10)	13807	NM_001164155	29820		NM_013869	ENSMUSG00000060548	Tnfrsf19	TAJ|TAJ-ALPHA|TRADE|Troy	tumor necrosis factor receptor superfamily, member 19	protein-coding
Merged-chr7-31056055-1	chr7	31055962	31056148	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_052992)	promoter-TSS (NM_052992)	-399	NM_019503	56188		NM_019503	ENSMUSG00000036570	Fxyd1	0610012C17Rik|1110006M24Rik|Plm|Pml	FXYD domain-containing ion transport regulator 1	protein-coding
Merged-chr2-12887154-1	chr2	12887061	12887247	+	21.100000	GetdiffpeaksBCL6WT.txt	Intergenic	Intergenic	-36887	NM_008961	19212		NM_008961	ENSMUSG00000026730	Pter	Mpr56-1	phosphotriesterase related	protein-coding
Merged-chr6-87809841-1	chr6	87809748	87809934	+	21.100000	GetdiffpeaksBCL6WT.txt	promoter-TSS (NM_133717)	promoter-TSS (NM_133717)	-84	NM_133717	69834		NM_133717	ENSMUSG00000030055	Rab43	1810048P08Rik|2500004H21Rik	RAB43, member RAS oncogene family	protein-coding
